37.565,164.62
67.425,148.35
18.661,26.249
25.326,195.89
40.574,87.92
34.92,114.98
8.4713,117.59
5.7214,62.968
14.062,84.581
25.815,70.576
53.708,188.9
42.942,207.88
81.747,137.8
17.143,77.006
15.003,10
2.4435,110.92
34.567,26
0.46314,86.683
39.985,234.96
45.94,127.39
13.532,243.82
19.77,137.53
1.1121,110.91
27.734,137.28
13.658,105.17
42.731,39.812
36.17,135.68
2.9764,105.99
19.405,122.1
28.404,116.9
18.042,108.19
21.737,118.51
52.535,121.2
18.755,115.69
44.532,177.8
26.051,174
52.311,119.51
16.016,126
66.727,212.33
61.036,150.03
16.496,155.08
30.248,146.65
34.003,66.708
6.9888,138.51
12.291,124.4
3.7728,120.78
59.907,36.674
41.849,78.006
45.741,235.27
12.061,165.95
43.825,144.81
2.8108,195.88
28.233,155.17
14.436,154.74
19.667,160.55
33.385,137
19.851,164.01
6.3289,118.51
24.318,148.19
11.451,158.39
1.2665,215.37
31.589,148.93
64.275,60.415
75.131,9
21.715,104.74
4.5709,119.04
11.291,170
35.25,162.37
13.047,169.05
34.963,187.78
6.7141,123.47
8.4262,203.06
20.993,161.37
66.573,38.419
86.061,65.97
32.882,13.454
9.3879,186.82
42.57,37.483
12.419,201.82
37.516,133.88
69.081,133.33
52.646,187.78
15.558,185.35
8.4896,142.94
30.661,47.707
10.103,194.54
28.505,182.46
53.936,234.3
40.435,202.41
11.732,197.19
46.57,162.31
10.38,200.82
78.083,48.765
36.4,123.75
41.447,219.92
60.797,63.891
8.5622,27
47.691,37.736
25.731,186.26
56.16,218.82
17.493,92.087
25.36,156.32
2.3978,214.93
0.37531,222
89.643,244.03
41.613,230.63
24.933,236.77
54.527,237.54
8.989,224
16.254,247.32
57.694,172.9
78.148,248.57
48.963,129.36
27.549,186
54.84,225.29
18.267,40.012
53.519,160.26
84.439,66.708
20.634,57.454
26.015,64
17.278,194.43
28.651,213.18
32.089,197.36
39.338,116.69
63.898,244.9
21.554,134.35
27.924,213.28
86.204,245.25
27.517,119.85
8.4131,117.18
50.307,148.49
78.38,155.72
2.1302,135.93
43.265,148.6
7.3767,122.2
4.7107,186.39
40.45,159.22
37.437,187.86
15.035,158.75
40.45,177.79
18.626,154.55
8.1388,202.07
20.993,157.33
73.678,231.28
24.173,175.96
29.755,210.24
25.502,180.94
3.2766,177.81
40.323,245.77
3.5624,186.55
14.583,234.09
5.4497,212
39.069,220.84
59.191,229.87
42.169,220.31
27.193,224.06
32.627,248.62
2.9889,240.2
0.65423,41.437
43.831,136.01
