,Polylines,X,Y
286,34,234,65
287,34,235,64
288,34,236,63
289,34,237,62
290,34,238,61
291,34,240,59
292,34,240,58
293,34,241,57
294,34,242,56
295,34,243,55
296,34,243,54
297,34,243,53
298,34,243,52
299,34,244,51
300,34,245,51
301,34,246,49
302,34,247,48
303,34,247,47
304,34,248,46
305,34,249,45
306,34,249,44
307,34,249,43
308,34,250,42
309,34,251,41
310,34,251,40
311,34,251,39
312,34,252,37
313,34,253,36
314,34,253,35
315,34,253,34
316,34,253,33
317,34,253,32
318,34,254,31
319,34,254,30
320,34,254,29
321,34,254,28
322,35,13,67
323,35,14,66
324,35,14,65
325,35,15,64
326,35,15,63
327,35,15,62
328,36,227,64
329,36,228,65
330,36,229,65
331,36,230,65
332,36,231,66
333,37,143,65
334,37,142,66
335,37,142,67
336,37,143,68
337,37,144,69
338,37,145,69
339,38,198,68
340,38,199,69
341,38,200,69
342,38,201,69
343,38,202,70
344,38,202,71
345,38,201,72
346,38,201,73
347,38,200,74
348,38,200,75
349,38,200,76
350,38,200,77
351,38,200,78
352,38,200,79
353,38,200,80
354,38,200,81
355,38,200,82
356,38,200,83
357,38,199,84
358,38,199,85
359,38,199,86
360,38,199,87
361,39,12,69
362,39,13,70
363,39,14,70
364,39,15,71
365,39,16,71
366,40,183,71
367,40,182,71
368,40,181,71
369,40,180,71
370,40,179,70
371,40,180,69
372,40,181,67
373,40,182,66
374,40,183,66
375,40,184,65
376,40,185,64
377,40,185,63
378,40,184,62
379,40,183,62
380,40,182,63
381,41,226,69
382,41,227,70
383,41,227,71
384,41,227,72
385,41,226,73
386,42,214,70
387,42,213,70
388,42,212,71
389,42,212,72
390,42,213,73
391,42,214,73
392,43,5,73
393,43,6,73
394,43,7,73
395,43,8,73
396,43,9,73
397,43,10,72
398,43,11,71
399,44,62,75
400,44,63,74
401,44,63,73
402,44,64,72
403,44,65,72
404,44,66,72
405,45,143,88
406,45,144,87
407,45,144,86
408,45,144,85
409,45,145,84
410,45,145,83
411,45,145,82
412,45,146,81
413,45,146,80
414,45,146,79
415,45,146,78
416,45,146,77
417,45,146,76
418,45,146,75
419,45,146,74
420,45,146,73
421,45,146,72
422,46,148,72
423,46,149,72
424,46,150,72
425,46,151,72
426,46,152,73
427,46,153,74
428,46,154,74
429,46,155,74
430,47,3,73
431,47,3,74
432,47,3,75
433,47,3,76
434,47,3,77
435,47,3,78
436,47,2,79
437,47,2,80
438,47,1,81
439,47,1,82
440,47,2,83
441,47,3,82
442,48,231,81
443,48,232,81
444,48,233,81
445,48,234,80
446,48,234,79
447,48,234,78
448,48,234,77
449,49,47,80
450,49,48,79
451,49,49,79
452,49,50,79
453,49,51,80
454,50,150,80
455,50,151,80
456,50,152,79
457,50,153,79
458,50,154,80
459,51,177,80
460,51,178,81
461,51,179,82
462,51,180,83
463,51,181,83
464,52,240,90
465,52,241,89
466,52,241,88
467,52,241,87
468,52,242,86
469,52,243,85
470,52,244,84
471,52,244,83
472,52,244,82
473,52,243,81
474,52,242,81
475,53,187,83
476,53,187,84
477,53,187,85
478,53,186,86
479,53,185,86
480,53,184,87
481,53,184,88
482,53,183,89
483,53,183,90
484,53,183,91
485,54,121,91
486,54,120,91
487,54,119,91
488,54,118,91
489,54,117,90
490,54,118,89
491,54,118,88
492,54,118,87
493,54,118,86
494,55,94,92
495,55,95,92
496,55,96,91
497,55,97,90
498,55,98,89
499,55,98,88
500,55,99,87
501,55,100,87
502,55,101,88
503,55,100,89
504,56,194,89
505,56,195,89
506,56,196,89
507,56,197,89
508,56,198,89
509,57,224,92
510,57,225,92
511,57,226,91
512,57,227,90
513,57,228,90
514,58,174,81
515,58,173,82
516,58,173,83
517,58,173,84
518,58,172,85
519,58,171,85
520,58,170,86
521,58,170,87
522,58,170,88
523,58,169,89
524,58,167,91
525,58,166,91
526,58,165,92
527,58,164,93
528,58,163,94
529,58,163,95
530,58,163,96
531,58,164,97
532,58,165,98
533,58,166,98
534,58,167,98
535,59,116,92
536,59,115,93
537,59,114,94
538,59,113,95
539,59,113,96
540,59,113,97
541,60,179,92
542,60,180,92
543,60,181,92
544,60,182,93
545,60,182,94
546,60,182,95
547,60,181,96
548,60,180,97
549,60,181,98
550,61,214,107
551,61,213,107
552,61,212,106
553,61,213,105
554,61,214,104
555,61,214,103
556,61,214,102
557,61,215,101
558,61,216,100
559,61,217,99
560,61,217,98
561,61,218,97
562,61,218,96
563,61,219,95
564,61,219,94
565,61,219,93
566,61,219,92
567,62,115,101
568,62,116,100
569,62,116,99
570,62,116,98
571,62,117,97
572,62,117,96
573,62,117,95
574,62,117,94
575,63,85,99
576,63,86,99
577,63,87,99
578,63,88,99
579,63,89,99
580,63,90,98
581,63,90,97
582,63,90,96
583,64,119,97
584,64,120,97
585,64,121,98
586,64,121,99
587,64,121,100
588,64,121,101
589,64,121,102
590,65,201,99
591,65,202,98
592,65,203,97
593,65,204,98
594,65,204,99
