,Polylines,X,Y
595,65,204,100
596,66,110,100
597,66,109,101
598,66,108,102
599,66,108,103
600,66,108,104
601,66,108,105
602,67,151,128
603,67,150,128
604,67,149,128
605,67,148,128
606,67,147,128
607,67,146,128
608,67,145,128
609,67,144,127
610,67,145,126
611,67,145,125
612,67,145,124
613,67,145,123
614,67,145,122
615,67,146,121
616,67,146,120
617,67,146,119
618,67,146,118
619,67,147,117
620,67,147,116
621,67,147,115
622,67,147,114
623,67,148,113
624,67,148,112
625,67,148,111
626,67,149,110
627,67,149,109
628,67,150,108
629,67,151,107
630,67,151,106
631,67,152,105
632,67,152,104
633,67,153,103
634,67,154,102
635,67,155,101
636,67,156,100
637,68,84,101
638,68,83,101
639,68,82,101
640,68,81,101
641,68,80,102
642,68,80,103
643,68,81,104
644,68,82,103
645,68,83,103
646,68,84,103
647,69,130,107
648,69,130,108
649,69,130,109
650,69,130,110
651,69,131,111
652,70,105,109
653,70,105,110
654,70,105,111
655,70,105,112
656,70,104,113
657,70,104,114
658,70,103,115
659,70,103,116
660,70,104,117
661,70,105,116
662,71,118,112
663,71,119,111
664,71,120,111
665,71,121,111
666,71,122,111
667,71,123,111
668,71,124,112
669,72,88,115
670,72,89,116
671,72,90,116
672,72,91,115
673,72,92,115
674,72,93,115
675,73,68,125
676,73,69,124
677,73,69,123
678,73,70,122
679,73,71,121
680,73,72,120
681,73,74,118
682,73,74,117
683,73,74,116
684,73,74,115
685,73,73,114
686,73,74,113
687,73,74,112
688,73,75,111
689,73,76,110
690,73,76,109
691,73,77,108
692,73,78,107
693,73,78,106
694,73,79,105
695,74,92,120
696,74,93,120
697,74,94,120
698,74,95,121
699,74,95,122
700,74,94,123
701,74,93,123
702,74,92,124
703,75,110,124
704,75,111,125
705,75,112,126
706,75,113,127
707,75,113,128
708,75,113,129
709,75,113,130
710,75,112,131
711,75,112,132
712,75,111,133
713,75,111,134
714,75,111,135
715,76,82,129
716,76,82,130
717,76,82,131
718,76,82,132
719,76,83,133
720,76,84,134
721,77,95,133
722,77,96,132
723,77,96,131
724,77,96,130
725,77,97,129
726,77,98,129
727,78,143,129
728,78,143,130
729,78,142,131
730,78,142,132
731,78,142,133
732,79,16,136
733,79,17,135
734,79,17,134
735,79,18,133
736,79,19,132
737,79,20,132
738,79,21,132
739,79,22,132
740,79,23,131
741,80,63,140
742,80,64,140
743,80,65,140
744,80,66,140
745,80,67,140
746,80,68,140
747,80,69,139
748,80,70,138
749,80,70,137
750,80,70,136
751,80,70,135
752,80,71,134
753,80,72,133
754,80,73,133
755,80,74,132
756,80,76,131
757,80,77,130
758,80,77,129
759,80,77,128
760,80,76,127
761,81,200,135
762,81,201,134
763,81,201,133
764,81,202,132
765,81,203,132
766,82,63,133
767,82,62,134
768,82,61,134
769,82,60,134
770,82,59,135
771,82,59,136
772,82,59,137
773,82,59,138
774,83,108,135
775,83,109,136
776,83,110,137
777,83,110,138
778,83,109,139
779,83,109,140
780,83,109,141
781,83,108,142
782,83,108,143
783,83,108,144
784,83,108,145
785,83,108,146
786,83,108,147
787,83,108,148
788,83,108,149
789,83,107,150
790,83,107,151
791,83,107,152
792,83,107,153
793,83,107,154
794,83,106,155
795,83,106,156
796,83,106,157
797,83,107,158
798,83,107,159
799,83,107,160
800,83,107,161
801,84,89,136
802,84,90,136
803,84,91,136
804,84,92,136
805,84,93,136
806,85,148,140
807,85,147,140
808,85,146,140
809,85,145,140
810,85,144,140
811,85,143,140
812,85,142,140
813,85,140,140
814,85,139,141
815,85,138,142
816,85,138,143
817,85,138,144
818,85,138,145
819,85,138,146
820,85,137,147
