Filename,ImageID,ObjectID,X,Y,Area,Perimeter,Major Axis,Minor Axis,Circularity,Aspect Ratio,Shape mode,Distance from cluster center
mask.tif,1,221,795,900,442,79.11269837220809,25.23017939029501,23.343819788144767,0.887441508172258,1.0808076664089157,1.0,5.65
mask.tif,1,222,695,482,781,103.49747468305831,34.90675711894588,28.58854325187264,0.9162234256259087,1.221005100239215,9.0,1.75
mask.tif,1,223,209,356,381,78.76955262170046,28.345566089908992,18.677280652047543,0.7716459515001177,1.51764952393118,4.0,5.78
mask.tif,1,224,224,772,634,93.59797974644664,34.308939166958616,23.570372032432623,0.9094234994792484,1.4555959965226606,9.0,6.37
mask.tif,1,225,992,189,357,75.83452377915607,26.79390978894227,18.325170041039154,0.7800889972071425,1.4621370349599705,9.0,12.52
mask.tif,1,226,79,118,228,56.04163056034261,20.54042097948258,14.263060824288466,0.9122695631980648,1.4401131168496766,6.0,4.13
mask.tif,1,227,450,982,471,82.18376618407356,31.444828368702986,19.123507764503177,0.8763118653100456,1.6443023296735595,5.0,3.2
mask.tif,1,228,630,163,481,86.42640687119285,34.30307676128448,18.0340322601435,0.8092114602716459,1.902130165148741,6.0,3.35
mask.tif,1,229,719,895,431,83.25483399593904,33.334290998008896,16.635469541925463,0.7813906600207366,2.003808243223812,6.0,3.18
mask.tif,1,230,330,386,339,68.2842712474619,24.23743685796348,18.2936358618266,0.9136254831472368,1.324910861953901,1.0,6.26
mask.tif,1,231,204,72,475,87.59797974644667,35.29014941758039,17.158042106618577,0.7778848139306599,2.0567701838176218,7.0,4.5
mask.tif,1,232,680,413,814,104.66904755831214,35.88517287546428,28.891850390356844,0.9336792868015216,1.242051733987989,3.0,3.4
mask.tif,1,233,990,626,445,83.49137802864846,29.76924835297752,20.113932722487966,0.8022073129003539,1.4800312183452131,3.0,5.6
mask.tif,1,234,738,662,948,115.7401153701776,38.6058853704454,32.02973830140261,0.8893042738980605,1.2053137932992355,9.0,3.81
mask.tif,1,235,498,979,614,94.9116882454314,34.47698840678707,22.930078976541584,0.8565226227365783,1.5035704169208686,10.0,2.63
mask.tif,1,236,230,861,382,81.698484809835,34.70918691508474,14.18566689327035,0.7191926207374176,2.4467786517354857,2.0,7.49
mask.tif,1,237,593,339,479,84.76955262170047,33.290296943504885,18.539621990649227,0.8376557907942586,1.7956297577315985,7.0,3.17
mask.tif,1,238,343,229,657,93.59797974644668,30.672898054121816,27.626686374289694,0.9424152037190314,1.1102633750049382,5.0,5.39
mask.tif,1,239,646,570,1336,136.81118318204307,47.75943766413936,35.6801047200654,0.8969601000681264,1.3385453332843191,1.0,3.09
mask.tif,1,240,717,844,932,117.63961030678928,45.077514963454654,26.413335553349626,0.8462888558108509,1.70661955482325,8.0,2.26
mask.tif,1,241,916,607,464,85.49747468305833,34.72063422432789,17.163985854918746,0.7976663473334047,2.02287711711076,9.0,3.48
mask.tif,1,242,264,692,803,111.1543289325507,42.52709373502822,24.26622876068633,0.8167189776392418,1.7525217517081295,10.0,2.65
mask.tif,1,243,8,129,323,67.698484809835,21.78694360517602,19.64599097526796,0.8856344242418588,1.1089765658857968,4.0,3.62
mask.tif,1,244,12,715,633,95.25483399593904,35.29509131323109,22.93187396472913,0.8766768228446169,1.5391280872866069,10.0,2.37
mask.tif,1,245,752,232,263,60.87005768508881,22.49800678879162,15.003301961006844,0.8919863036099496,1.499537025067102,7.0,3.33
