2.5,56
7.5,57
12.5,62
17.5,65
22.5,49
27.5,52
32.5,38
37.5,33
42.5,33
47.5,29
52.5,24
57.5,27
62.5,21
67.5,13
72.5,15
77.5,14
82.5,15
87.5,14
