2.5,2
7.5,2
12.5,5
17.5,1
22.5,5
27.5,3
32.5,2
37.5,0
42.5,0
47.5,1
52.5,4
57.5,1
62.5,2
67.5,3
72.5,7
77.5,6
82.5,11
87.5,22
92.5,7
97.5,14
102.5,13
107.5,8
112.5,7
117.5,4
122.5,8
127.5,3
132.5,2
137.5,1
142.5,0
147.5,0
152.5,3
157.5,4
162.5,1
167.5,2
172.5,1
177.5,5
