Filename,ImageID,ObjectID,X,Y,Area,Perimeter,Major Axis,Minor Axis,Circularity,Aspect Ratio
mask.tif,1,1,187,136,301,63.11269837220809,21.07043300916983,18.234015474615575,0.9496047145286035,1.155556385180377
mask.tif,1,2,636,764,375,69.94112549695429,23.017092696365026,20.772140921763604,0.9633318033967716,1.108075127309064
mask.tif,1,3,607,716,303,63.112698372208094,20.867322515147233,18.512480602141295,0.9559143804058697,1.1272029375000971
mask.tif,1,4,615,745,429,75.94112549695427,25.894370025216688,21.100227348579125,0.9347879328239659,1.2272081052700314
mask.tif,1,5,491,916,325,65.11269837220809,20.73043568047721,20.120213035459436,0.9633006157126078,1.0303288361779437
mask.tif,1,6,558,435,263,61.35533905932738,23.698142675898286,14.202795710838895,0.8779320254916445,1.668554780226332
mask.tif,1,7,666,592,313,63.698484809834994,20.29980338691914,19.639000458633216,0.9693843357659735,1.0336474827055386
mask.tif,1,8,146,114,310,62.87005768508881,22.087754041612097,17.886763941833642,0.985561750397636,1.2348658546308178
mask.tif,1,9,142,77,319,64.2842712474619,22.3376697499689,18.221459924969327,0.9700432482666947,1.2258990136876478
mask.tif,1,10,608,500,270,60.2842712474619,22.000454556082676,15.711429769083438,0.9336102210116388,1.400283416559238
mask.tif,1,11,709,669,283,60.8700576850888,21.911851727193188,16.4413588553858,0.9598179616791475,1.3327275391240172
mask.tif,1,12,714,735,389,73.59797974644667,23.512518220311346,21.146861970111697,0.9024594126367055,1.1118679572195247
mask.tif,1,13,588,487,276,60.526911934581186,21.319144388941957,16.488017498922165,0.9467207855389665,1.2930083553305063
mask.tif,1,14,183,85,209,52.04163056034261,17.588914594813005,15.139188979921943,0.969737877846126,1.1618135303112975
mask.tif,1,15,962,774,421,74.18376618407356,24.096689506682857,22.252784313930146,0.9613337818786155,1.0828617743622506
mask.tif,1,16,1004,232,203,52.87005768508881,18.85417885450458,13.796662274891153,0.9126123328302728,1.3665753701036598
mask.tif,1,17,592,587,310,62.87005768508881,21.7620088357829,18.191223471489863,0.985561750397636,1.1962916551428957
mask.tif,1,18,601,608,349,68.5269119345812,23.146849729081463,19.288804938075387,0.9339270796611434,1.200014713373478
mask.tif,1,19,113,93,256,58.2842712474619,20.509989675964228,15.907769182598821,0.9469936960111625,1.2893064665785872
mask.tif,1,20,962,595,252,58.2842712474619,21.398212329848967,15.017948651511913,0.9321969195109882,1.4248425551578063
mask.tif,1,21,168,154,193,49.21320343559643,17.49824247191696,14.081068472229306,1.0013915031022267,1.2426786011606297
mask.tif,1,22,654,571,314,65.698484809835,23.285262831089284,17.248406218460836,0.9141738725585112,1.3499950393194733
mask.tif,1,23,889,541,332,65.94112549695427,22.442991824931504,18.877965585096263,0.959478476183185,1.1888458914582274
mask.tif,1,24,717,689,264,57.45584412271572,20.10654415788516,16.72226469078916,1.0049521225536395,1.2023816468447666
mask.tif,1,25,863,784,317,64.52691193458118,20.513437494489978,19.707631364629624,0.9567255298702667,1.0408880253010302
mask.tif,1,26,204,168,371,71.35533905932738,24.89718847540801,19.14541161489905,0.9156527949710024,1.3004258658002892
mask.tif,1,27,209,128,190,49.21320343559643,17.67700195208035,13.711650657707139,0.9858258320695497,1.2891957644898384
mask.tif,1,28,342,313,375,71.94112549695427,25.218832416173576,19.007893635377947,0.910514100644643,1.3267557626288313
mask.tif,1,29,83,912,208,50.62741699796952,17.78934634435468,14.87780453841219,1.0197686539897808,1.1956970061291865
mask.tif,1,30,940,578,316,64.8700576850888,24.864410744712476,16.18195335706591,0.9436444248589285,1.5365518733160441
mask.tif,1,31,932,646,247,57.4558441227157,19.188462137237845,16.4783158963179,0.9402392964801102,1.1644674284661294
mask.tif,1,32,725,707,256,57.4558441227157,18.643803971036856,17.499250242122525,0.9744990279308025,1.0654058724275668
mask.tif,1,33,896,750,316,63.698484809834994,21.72913852366996,18.539692553301222,0.9786755594314621,1.1720333797984592
mask.tif,1,34,609,635,327,66.2842712474619,24.337403769595813,17.114651283677965,0.9352692267863204,1.4220215981149495
mask.tif,1,35,884,812,414,73.94112549695429,25.238304214905558,20.90711128037244,0.9515641929573855,1.2071636237283165
mask.tif,1,36,687,750,328,66.76955262170047,22.641554035451623,18.54566468715526,0.9245422768648577,1.2208542760472305
mask.tif,1,37,904,571,293,61.698484809834994,21.78867804045212,17.168461038078895,0.9672271682581612,1.2691107253076315
mask.tif,1,38,915,592,384,72.76955262170047,25.73756384020068,19.175114404683633,0.9112586808053296,1.3422378243497797
mask.tif,1,39,627,514,217,54.2842712474619,19.765347247443994,14.100200040875086,0.9253831217486891,1.4017777896871113
mask.tif,1,40,605,669,231,56.2842712474619,18.452263607953235,16.005731643728236,0.916321231049839,1.1528534914043533
mask.tif,1,41,619,697,423,76.76955262170047,28.671812888977378,18.819910066005054,0.9019287108287914,1.5234829915987802
mask.tif,1,42,737,283,313,63.698484809834994,21.05496003770599,18.961088061251814,0.9693843357659735,1.1104299484127778
mask.tif,1,43,611,545,281,59.698484809834994,20.03689259816143,17.86148240438774,0.9908081420875604,1.1217933732778693
mask.tif,1,44,979,613,351,69.35533905932738,25.604067621667344,17.478558986429825,0.9169743383453096,1.4648843558296816
mask.tif,1,45,542,689,370,71.94112549695427,27.367693580644087,17.3307572809119,0.8983739126360477,1.5791400881706923
